Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000168496.4	59.71	63.14	62.18	42.41	40.34	43.79	FEN1	chr11	protein_coding	flap structure-specific endonuclease 1
ENSG00000063241.8	15.43	16.28	17.21	17.42	15.59	14.86	ISOC2	chr19	protein_coding	isochorismatase domain containing 2
ENSG00000207617.4	0.0	0.0	0.29	0.65	0.66	0.65	MIR3074	chr9	miRNA	microRNA 3074
ENSG00000170456.16	1.38	1.52	1.48	1.67	1.85	1.85	DENND5B	chr12	protein_coding	DENN domain containing 5B
ENSG00000264859.6	0.01	0.07	0.02	0.06	0.07	0.03	DSG2-AS1	chr18	lncRNA	DSG2 antisense RNA 1
ENSG00000234329.1	0.03	0.0	0.09	0.0	0.07	0.03	RP11-767N6.2	chr1	processed_pseudogene	--
ENSG00000064692.20	0.0	0.0	0.0	0.02	0.04	0.01	SNCAIP	chr5	protein_coding	synuclein alpha interacting protein
ENSG00000286428.1	0.0	0.0	0.0	0.01	0.0	0.0	RP11-489N22.4	chr9	lncRNA	--
ENSG00000261094.2	0.18	0.12	0.2	0.22	0.36	0.49	RP11-355O1.11	chr9	lncRNA	--
ENSG00000172590.18	18.39	17.6	17.78	14.12	13.36	12.58	MRPL52	chr14	protein_coding	mitochondrial ribosomal protein L52
ENSG00000256394.3	0.0	0.0	0.0	0.02	0.03	0.0	ASIC5	chr4	protein_coding	acid sensing ion channel subunit family member 5
ENSG00000164841.5	0.09	0.07	0.18	0.05	0.08	0.06	TMEM74	chr8	protein_coding	transmembrane protein 74
ENSG00000114127.11	0.51	0.45	0.52	0.7	0.75	0.8	XRN1	chr3	protein_coding	5'-3' exoribonuclease 1
ENSG00000243849.2	0.0	0.0	0.0	0.0	0.02	0.0	CFAP44-AS1	chr3	lncRNA	CFAP44 antisense RNA 1
ENSG00000031823.14	4.53	4.6	5.07	5.08	5.02	5.12	RANBP3	chr19	protein_coding	RAN binding protein 3
ENSG00000279078.1	0.0	0.01	0.01	0.0	0.01	0.01	SND1-IT1	chr7	lncRNA	SND1 intronic transcript 1
ENSG00000274292.1	0.06	0.1	0.09	0.06	0.07	0.08	RP11-347I19.7	chr12	lncRNA	--
ENSG00000154814.14	1.47	1.28	1.42	1.6	1.59	1.4	OXNAD1	chr3	protein_coding	oxidoreductase NAD binding domain containing 1
ENSG00000273819.1	0.05	0.03	0.04	0.0	0.0	0.0	ENPP7P7	chr11	unprocessed_pseudogene	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 7
ENSG00000273262.1	0.84	0.58	0.36	0.56	0.72	0.45	RP11-18I14.11	chr10	lncRNA	--
ENSG00000131831.18	0.0	0.0	0.05	0.01	0.01	0.04	RAI2	chrX	protein_coding	retinoic acid induced 2
ENSG00000131044.17	0.0	0.0	0.0	0.0	0.02	0.0	TTLL9	chr20	protein_coding	tubulin tyrosine ligase like 9
ENSG00000241870.1	0.0	0.05	0.0	0.0	0.0	0.0	CTB-14A14.1	chr5	processed_pseudogene	--
ENSG00000235512.1	0.28	0.0	0.08	0.18	0.09	0.0	TAB3-AS2	chrX	lncRNA	TAB3 antisense RNA 2
ENSG00000120725.13	5.52	5.77	5.07	6.65	6.82	6.67	SIL1	chr5	protein_coding	SIL1 nucleotide exchange factor
ENSG00000170323.9	0.06	0.0	0.0	0.0	0.0	0.0	FABP4	chr8	protein_coding	fatty acid binding protein 4
ENSG00000236905.2	0.0	0.0	0.05	0.0	0.0	0.05	RP11-348H3.2	chr1	processed_pseudogene	--
ENSG00000250538.6	0.06	0.14	0.1	0.17	0.13	0.11	RP11-92A5.2	chr4	lncRNA	--
ENSG00000104859.15	5.97	5.96	5.97	10.08	9.62	9.78	CLASRP	chr19	protein_coding	CLK4 associating serine/arginine rich protein
ENSG00000235407.1	0.0	0.0	0.01	0.0	0.0	0.0	CYMP-AS1	chr1	lncRNA	CYMP antisense RNA 1
ENSG00000157500.12	2.51	2.76	2.74	2.7	3.06	2.92	APPL1	chr3	protein_coding	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
ENSG00000269925.1	0.0	0.23	0.06	0.4	0.34	0.4	RP3-467L1.6	chr1	lncRNA	--
ENSG00000261959.1	0.0	0.0	0.0	0.01	0.0	0.0	RP11-893F2.14	chr17	lncRNA	--
ENSG00000257069.6	0.54	0.36	0.51	0.33	0.29	0.24	KCNK4-TEX40	chr11	lncRNA	--
ENSG00000233338.1	0.0	0.04	0.0	0.0	0.0	0.0	TLR8-AS1	chrX	lncRNA	TLR8 antisense RNA 1
ENSG00000217624.2	0.0	0.0	0.06	0.0	0.04	0.0	YWHAZP10	chrX	processed_pseudogene	YWHAZ pseudogene 10
ENSG00000149328.15	0.74	0.69	0.62	0.57	0.55	0.47	GLB1L2	chr11	protein_coding	galactosidase beta 1 like 2
ENSG00000266903.2	1.48	1.02	1.31	2.11	1.68	2.13	CEACAM16-AS1	chr19	lncRNA	CEACAM16, CEACAM19 and PVR antisense RNA 1
ENSG00000257411.2	131.81	138.54	125.03	67.63	59.93	69.07	RP11-603J24.9	chr12	protein_coding	--
ENSG00000278192.1	0.41	0.41	0.34	0.57	0.46	0.33	RP5-1056H1.2	chr20	lncRNA	--
ENSG00000257252.6	0.0	0.0	0.02	0.08	0.04	0.1	RP11-486A14.2	chr12	lncRNA	--
ENSG00000112033.14	1.61	1.29	1.27	2.06	1.91	1.59	PPARD	chr6	protein_coding	peroxisome proliferator activated receptor delta
ENSG00000173262.12	0.03	0.05	0.06	0.25	0.32	0.24	SLC2A14	chr12	protein_coding	solute carrier family 2 member 14
ENSG00000239269.1	0.0	0.07	0.03	0.03	0.0	0.0	RPSAP4	chr14	processed_pseudogene	ribosomal protein SA pseudogene 4
ENSG00000286264.2	0.03	0.04	0.06	0.1	0.08	0.06	RP11-783K16.16	chr11	protein_coding	--
ENSG00000196576.16	20.57	20.38	20.4	22.99	23.54	22.81	PLXNB2	chr22	protein_coding	plexin B2
ENSG00000138587.6	0.8	0.63	0.87	0.77	0.95	1.14	MNS1	chr15	protein_coding	meiosis specific nuclear structural 1
ENSG00000246273.8	1.08	0.83	1.04	1.39	1.4	1.22	SBF2-AS1	chr11	lncRNA	SBF2 antisense RNA 1
ENSG00000069696.7	0.24	0.12	0.11	0.23	0.43	0.31	DRD4	chr11	protein_coding	dopamine receptor D4
ENSG00000269952.1	0.24	0.18	0.21	0.08	0.16	0.23	RP11-324I22.3	chr10	lncRNA	--
ENSG00000166153.17	0.19	0.23	0.2	0.32	0.21	0.19	DEPDC4	chr12	protein_coding	DEP domain containing 4
ENSG00000185825.17	67.71	66.81	69.31	71.65	67.84	65.96	BCAP31	chrX	protein_coding	B cell receptor associated protein 31
ENSG00000248367.1	1.94	1.92	1.97	5.42	5.31	3.6	CTB-129O4.1	chr5	lncRNA	--
ENSG00000270326.1	0.0	0.0	0.0	0.0	0.14	0.14	SMIM15P2	chr6	processed_pseudogene	SMIM15 pseudogene 2
ENSG00000269966.1	0.11	0.08	0.03	0.04	0.15	0.14	RP3-331H24.5	chr6	lncRNA	--
ENSG00000110906.13	4.18	4.31	3.93	3.69	3.29	3.33	KCTD10	chr12	protein_coding	potassium channel tetramerization domain containing 10
ENSG00000066654.14	3.01	2.67	2.79	4.01	4.14	4.71	THUMPD1	chr16	protein_coding	THUMP domain containing 1
ENSG00000235687.9	0.46	0.57	0.64	2.68	2.87	2.38	LINC00993	chr10	transcribed_unprocessed_pseudogene	long intergenic non-protein coding RNA 993
ENSG00000160570.14	24.25	24.97	24.28	17.13	16.43	15.15	DEDD2	chr19	protein_coding	death effector domain containing 2
ENSG00000163389.12	1.17	1.2	1.24	1.72	1.91	1.68	POGLUT1	chr3	protein_coding	protein O-glucosyltransferase 1
ENSG00000125652.8	23.13	20.8	22.75	18.28	17.03	16.67	ALKBH7	chr19	protein_coding	alkB homolog 7
ENSG00000237456.3	0.07	0.0	0.0	0.0	0.0	0.0	ID2B	chr3	processed_pseudogene	inhibitor of DNA binding 2B, HLH protein (pseudogene)
ENSG00000167703.15	0.8	0.98	0.89	0.88	0.92	0.86	SLC43A2	chr17	protein_coding	solute carrier family 43 member 2
ENSG00000164683.18	0.08	0.04	0.06	0.14	0.13	0.09	HEY1	chr8	protein_coding	hes related family bHLH transcription factor with YRPW motif 1
ENSG00000263072.8	0.26	0.34	0.33	0.52	0.56	0.56	ZNF213-AS1	chr16	lncRNA	ZNF213 antisense RNA 1 (head to head)
ENSG00000057657.17	0.14	0.11	0.13	0.18	0.2	0.33	PRDM1	chr6	protein_coding	PR/SET domain 1
ENSG00000234912.12	1.27	1.01	1.12	1.57	1.38	1.59	SNHG20	chr17	lncRNA	small nucleolar RNA host gene 20
ENSG00000132361.18	14.84	16.21	15.01	14.37	13.59	14.06	CLUH	chr17	protein_coding	clustered mitochondria homolog
ENSG00000134830.6	0.98	0.83	0.8	1.25	1.2	1.11	C5AR2	chr19	protein_coding	complement C5a receptor 2
ENSG00000090273.14	39.92	38.31	39.43	36.64	33.32	33.2	NUDC	chr1	protein_coding	nuclear distribution C, dynein complex regulator
ENSG00000168079.17	0.96	0.85	0.79	1.46	1.61	1.38	SCARA5	chr8	protein_coding	scavenger receptor class A member 5
ENSG00000092445.12	1.19	1.12	1.09	0.88	0.73	0.75	TYRO3	chr15	protein_coding	TYRO3 protein tyrosine kinase
ENSG00000243795.1	0.0	0.0	0.0	0.01	0.0	0.0	LINC02044	chr3	lncRNA	long intergenic non-protein coding RNA 2044
ENSG00000092847.13	1.03	1.03	1.0	1.29	1.15	1.31	AGO1	chr1	protein_coding	argonaute RISC component 1
ENSG00000261684.2	0.26	0.26	0.32	0.27	0.57	0.38	RP11-265N6.1	chr15	lncRNA	--
ENSG00000249684.6	0.16	0.09	0.11	0.13	0.11	0.15	RP11-423H2.3	chr5	lncRNA	--
ENSG00000179066.8	0.0	0.0	0.01	0.0	0.0	0.0	CTD-2527I21.15	chr19	lncRNA	--
ENSG00000170892.13	25.8	25.32	25.6	17.8	15.97	16.0	TSEN34	chr19	protein_coding	tRNA splicing endonuclease subunit 34
ENSG00000205155.8	63.69	65.67	65.08	56.52	52.04	47.38	PSENEN	chr19	protein_coding	presenilin enhancer, gamma-secretase subunit
ENSG00000160075.12	13.56	13.3	13.01	7.02	6.7	6.34	SSU72	chr1	protein_coding	SSU72 homolog, RNA polymerase II CTD phosphatase
ENSG00000244723.3	0.0	0.0	0.0	0.0	0.04	0.08	ASLP1	chr22	unprocessed_pseudogene	argininosuccinate lyase pseudogene 1
ENSG00000159596.7	14.62	13.7	14.98	18.43	20.3	17.62	TMEM69	chr1	protein_coding	transmembrane protein 69
ENSG00000122861.16	30.03	35.94	31.31	21.18	20.15	19.98	PLAU	chr10	protein_coding	plasminogen activator, urokinase
ENSG00000261740.6	0.0	0.03	0.01	0.03	0.0	0.03	BOLA2-SMG1P6	chr16	protein_coding	BOLA2-SMG1P6 readthrough
ENSG00000133612.19	3.81	4.11	4.15	3.92	3.81	3.87	AGAP3	chr7	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
ENSG00000265558.1	0.0	0.0	0.0	0.0	0.0	0.28	MIR3918	chr6	miRNA	microRNA 3918
ENSG00000101849.18	1.47	1.52	1.51	1.89	1.78	1.94	TBL1X	chrX	protein_coding	transducin beta like 1 X-linked
ENSG00000118961.15	5.25	5.46	5.41	4.73	4.8	4.62	LDAH	chr2	protein_coding	lipid droplet associated hydrolase
ENSG00000007545.16	1.13	1.32	1.14	1.5	1.72	1.54	CRAMP1	chr16	protein_coding	cramped chromatin regulator homolog 1
ENSG00000254548.1	0.0	0.0	0.0	0.26	0.0	0.18	RP11-429J17.5	chr8	lncRNA	--
ENSG00000276851.1	1.07	1.5	1.65	1.13	1.24	0.9	RP5-875H18.9	chr17	lncRNA	--
ENSG00000259589.2	0.0	0.05	0.0	0.0	0.0	0.0	RP11-317G6.1	chr15	lncRNA	--
ENSG00000226360.5	1.17	1.53	1.4	1.17	1.03	0.92	RPL10AP6	chr3	processed_pseudogene	ribosomal protein L10a pseudogene 6
ENSG00000113396.13	0.05	0.09	0.03	0.06	0.03	0.0	SLC27A6	chr5	protein_coding	solute carrier family 27 member 6
ENSG00000103852.13	1.96	1.89	2.05	2.04	1.91	2.07	TTC23	chr15	protein_coding	tetratricopeptide repeat domain 23
ENSG00000272702.1	0.47	0.42	0.41	0.66	0.43	0.61	RP11-44N22.3	chr2	lncRNA	--
ENSG00000267147.2	0.67	1.18	0.95	2.05	2.09	2.08	LINC01842	chr19	lncRNA	long intergenic non-protein coding RNA 1842
ENSG00000197857.15	0.03	0.02	0.02	0.06	0.07	0.03	ZNF44	chr19	protein_coding	zinc finger protein 44
ENSG00000196549.13	0.01	0.01	0.01	0.01	0.01	0.01	MME	chr3	protein_coding	membrane metalloendopeptidase
ENSG00000101104.13	0.54	0.62	0.7	3.05	3.01	3.24	PABPC1L	chr20	protein_coding	poly(A) binding protein cytoplasmic 1 like
ENSG00000158246.8	1.03	0.87	1.08	0.86	1.0	0.79	TENT5B	chr1	protein_coding	terminal nucleotidyltransferase 5B
ENSG00000255526.6	75.3	71.32	75.68	75.14	72.15	67.54	NEDD8-MDP1	chr14	protein_coding	NEDD8-MDP1 readthrough
ENSG00000092199.18	77.6	77.82	79.15	62.61	59.08	61.14	HNRNPC	chr14	protein_coding	heterogeneous nuclear ribonucleoprotein C
ENSG00000255966.1	0.0	0.0	0.05	0.39	0.22	0.16	RP5-940J5.3	chr12	lncRNA	--
ENSG00000132819.17	9.45	9.15	9.1	10.19	9.8	9.67	RBM38	chr20	protein_coding	RNA binding motif protein 38
ENSG00000268460.2	0.1	0.18	0.18	0.12	0.1	0.14	AC006262.6	chr19	lncRNA	--
ENSG00000143125.6	0.0	0.02	0.0	0.02	0.0	0.0	PROK1	chr1	protein_coding	prokineticin 1
ENSG00000100558.9	2.43	3.12	3.12	1.12	1.09	0.85	PLEK2	chr14	protein_coding	pleckstrin 2
ENSG00000240366.1	0.0	0.0	0.0	0.08	0.0	0.08	RPL36AP45	chr15	processed_pseudogene	ribosomal protein L36a pseudogene 45
ENSG00000287463.1	0.0	0.0	0.01	0.0	0.0	0.0	RP11-683I7.1	chr2	lncRNA	--
ENSG00000249417.1	0.0	0.0	0.0	0.0	0.0	0.06	RP11-438D8.2	chr3	lncRNA	--
ENSG00000253567.1	0.0	0.0	0.0	0.0	0.0	0.04	RP11-181B11.2	chr8	lncRNA	--
ENSG00000115718.18	0.96	1.13	1.02	2.22	1.09	1.78	PROC	chr2	protein_coding	protein C, inactivator of coagulation factors Va and VIIIa
ENSG00000080511.5	0.01	0.0	0.01	0.0	0.0	0.0	RDH8	chr19	protein_coding	retinol dehydrogenase 8
ENSG00000151136.15	10.81	10.3	10.07	13.53	13.25	13.98	BTBD11	chr12	protein_coding	BTB domain containing 11
ENSG00000273245.1	0.0	0.06	0.0	0.1	0.05	0.05	RP11-434P11.2	chr2	lncRNA	--
ENSG00000078579.9	0.0	0.02	0.01	0.01	0.01	0.01	FGF20	chr8	protein_coding	fibroblast growth factor 20
ENSG00000288707.1	0.13	0.05	0.18	0.16	0.08	0.0	RP11-808E20.1	chr2	lncRNA	--
ENSG00000271926.1	0.13	0.0	0.0	0.16	0.04	0.08	CTD-2376I4.1	chr5	lncRNA	--
ENSG00000159131.17	8.97	9.67	8.56	5.8	5.59	5.8	GART	chr21	protein_coding	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
ENSG00000164088.18	0.93	0.77	0.99	1.25	1.24	1.14	PPM1M	chr3	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent 1M
ENSG00000229191.1	0.0	0.0	0.0	0.0	0.0	0.02	RP11-168O16.1	chr1	lncRNA	--
ENSG00000205693.4	0.0	0.05	0.01	0.0	0.0	0.06	MANSC4	chr12	protein_coding	MANSC domain containing 4
ENSG00000265728.1	0.0	0.0	0.0	0.03	0.06	0.0	RP11-883A18.3	chr18	lncRNA	--
ENSG00000242802.9	1.54	1.34	1.6	2.43	2.31	2.37	AP5Z1	chr7	protein_coding	adaptor related protein complex 5 subunit zeta 1
ENSG00000272275.1	1.94	1.69	1.61	2.27	2.25	1.47	RP11-791G15.2	chr2	lncRNA	--
ENSG00000271698.1	0.9	0.87	0.91	1.42	1.32	1.02	GS1-393G12.13	chr8	protein_coding	--
ENSG00000286732.1	0.16	0.03	0.0	0.13	0.11	0.26	RP11-426D19.2	chr17	lncRNA	--
ENSG00000225285.1	0.13	0.0	0.06	0.06	0.03	0.09	LINC01770	chr1	lncRNA	long intergenic non-protein coding RNA 1770
ENSG00000234377.7	0.02	0.0	0.0	0.0	0.01	0.03	OBI1-AS1	chr13	lncRNA	OBI1 antisense RNA 1
ENSG00000163513.19	16.4	17.29	16.56	21.97	22.95	24.22	TGFBR2	chr3	protein_coding	transforming growth factor beta receptor 2
ENSG00000107560.12	1.82	2.07	2.12	2.37	2.49	2.84	RAB11FIP2	chr10	protein_coding	RAB11 family interacting protein 2
ENSG00000272865.2	0.07	0.07	0.08	0.07	0.05	0.08	RP11-561I11.4	chr1	lncRNA	--
ENSG00000189007.16	0.56	0.56	0.6	0.71	0.65	0.69	ADAT2	chr6	protein_coding	adenosine deaminase tRNA specific 2
ENSG00000175197.13	6.98	6.91	7.17	11.63	10.82	9.44	DDIT3	chr12	protein_coding	DNA damage inducible transcript 3
ENSG00000272447.1	1.06	1.01	0.76	1.13	1.41	0.99	RP11-182L21.6	chr10	lncRNA	--
ENSG00000235300.4	0.0	0.02	0.0	0.0	0.02	0.0	lncRNA	chr17	lncRNA	--
ENSG00000103381.12	8.73	8.9	9.0	10.89	10.52	10.91	CPPED1	chr16	protein_coding	calcineurin like phosphoesterase domain containing 1
ENSG00000163584.18	52.98	52.7	57.19	29.72	27.57	27.41	RPL22L1	chr3	protein_coding	ribosomal protein L22 like 1
ENSG00000259133.5	0.0	0.04	0.16	0.04	0.29	0.14	RP11-1085N6.3	chr14	lncRNA	--
ENSG00000258561.2	0.03	0.1	0.04	0.09	0.1	0.12	RP11-72M17.1	chr14	lncRNA	--
ENSG00000167106.12	12.38	11.73	11.98	10.24	10.04	10.58	FAM102A	chr9	protein_coding	family with sequence similarity 102 member A
ENSG00000095383.20	7.97	7.81	7.84	7.3	6.93	7.29	TBC1D2	chr9	protein_coding	TBC1 domain family member 2
ENSG00000177112.8	0.0	0.0	0.03	0.02	0.08	0.13	IRAG1-AS1	chr11	lncRNA	IRAG1 antisense RNA 1
ENSG00000130024.15	3.42	3.26	3.89	3.62	3.83	3.99	PHF10	chr6	protein_coding	PHD finger protein 10
ENSG00000250741.6	0.0	0.0	0.0	0.02	0.0	0.0	NT5C1B-RDH14	chr2	protein_coding	NT5C1B-RDH14 readthrough
ENSG00000185250.16	0.14	0.16	0.2	0.13	0.1	0.08	PPIL6	chr6	protein_coding	peptidylprolyl isomerase like 6
ENSG00000143157.12	5.59	5.54	5.23	4.52	4.41	4.63	POGK	chr1	protein_coding	pogo transposable element derived with KRAB domain
ENSG00000140527.15	0.06	0.01	0.04	0.06	0.05	0.06	WDR93	chr15	protein_coding	WD repeat domain 93
ENSG00000149289.11	0.49	0.61	0.51	0.82	0.91	0.84	ZC3H12C	chr11	protein_coding	zinc finger CCCH-type containing 12C
ENSG00000121749.16	1.94	1.91	2.06	2.04	2.15	2.08	TBC1D15	chr12	protein_coding	TBC1 domain family member 15
ENSG00000221988.13	2.33	3.02	2.87	2.95	2.53	2.93	PPT2	chr6	protein_coding	palmitoyl-protein thioesterase 2
ENSG00000201659.1	0.0	0.0	0.0	0.0	0.17	0.0	RNU12-2P	chrX	snRNA	RNA, U12 small nuclear 2, pseudogene
ENSG00000187862.13	0.0	0.01	0.0	0.0	0.0	0.0	TTC24	chr1	protein_coding	tetratricopeptide repeat domain 24
ENSG00000162664.17	1.2	1.38	1.46	1.81	1.54	1.82	ZNF326	chr1	protein_coding	zinc finger protein 326
ENSG00000182866.17	0.0	0.01	0.0	0.0	0.0	0.0	LCK	chr1	protein_coding	LCK proto-oncogene, Src family tyrosine kinase
ENSG00000248235.6	1.89	2.02	2.25	2.79	3.06	2.78	AC037459.4	chr8	protein_coding	--
ENSG00000226823.1	0.17	0.19	0.2	0.44	0.67	0.72	SUGT1P1	chr9	unprocessed_pseudogene	SUGT1 pseudogene 1
ENSG00000254295.1	0.11	0.06	0.05	0.05	0.05	0.05	CTC-308K20.2	chr5	lncRNA	--
ENSG00000224616.3	0.04	0.05	0.03	0.21	0.19	0.19	RTCA-AS1	chr1	lncRNA	RTCA antisense RNA 1
ENSG00000170417.16	0.63	0.53	0.7	0.66	0.71	0.73	TMEM182	chr2	protein_coding	transmembrane protein 182
ENSG00000274964.1	0.14	0.33	0.21	0.48	0.43	0.6	RP11-817I4.1	chr12	lncRNA	--
ENSG00000233496.1	0.0	0.0	0.0	0.0	0.0	0.04	SYNJ2-IT1	chr6	lncRNA	SYNJ2 intronic transcript 1
ENSG00000286799.1	0.04	0.0	0.0	0.04	0.09	0.13	RP11-135L13.7	chr17	lncRNA	--
ENSG00000282308.1	0.1	0.0	0.16	0.0	0.0	0.0	DPRXP3	chr14	processed_pseudogene	divergent-paired related homeobox pseudogene 3
ENSG00000249459.11	0.19	0.29	0.3	0.27	0.43	0.35	ZNF286B	chr17	transcribed_unprocessed_pseudogene	zinc finger protein 286B (pseudogene)
ENSG00000262031.1	0.0	0.0	0.0	0.0	0.0	0.05	LINC01974	chr17	lncRNA	long intergenic non-protein coding RNA 1974
ENSG00000198055.11	13.39	13.37	12.9	10.52	9.4	8.94	GRK6	chr5	protein_coding	G protein-coupled receptor kinase 6
ENSG00000278421.1	0.0	0.0	0.0	0.0	0.0	0.37	ENSG10010138348.1	chrX	misc_RNA	--
ENSG00000092036.19	14.76	14.54	14.98	9.03	8.42	7.76	HAUS4	chr14	protein_coding	HAUS augmin like complex subunit 4
ENSG00000159459.12	0.68	0.72	0.71	1.05	0.98	1.08	UBR1	chr15	protein_coding	ubiquitin protein ligase E3 component n-recognin 1
ENSG00000237719.1	0.0	0.0	0.0	0.0	0.04	0.0	RP1-179N16.3	chr6	processed_pseudogene	--
ENSG00000242902.1	0.0	0.0	0.0	0.05	0.0	0.0	FLNC-AS1	chr7	lncRNA	FLNC antisense RNA 1
ENSG00000276972.1	0.0	0.07	0.0	0.0	0.0	0.12	RP11-116D17.5	chr12	lncRNA	--
ENSG00000260618.1	0.09	0.05	0.08	0.07	0.18	0.11	RP11-23N2.4	chr15	lncRNA	--
ENSG00000284668.2	0.0	0.0	0.01	0.0	0.0	0.0	LINC02780	chr1	lncRNA	long intergenic non-protein coding RNA 2780
ENSG00000286121.1	0.0	0.0	0.0	0.0	0.0	0.01	RP11-543L14.2	chr5	lncRNA	--
ENSG00000189410.12	2.71	2.73	2.8	3.97	4.47	3.9	SH2D5	chr1	protein_coding	SH2 domain containing 5
ENSG00000264301.1	0.0	0.07	0.0	0.0	0.0	0.0	LINC01444	chr18	lncRNA	long intergenic non-protein coding RNA 1444
ENSG00000214402.7	0.0	0.0	0.0	0.0	0.01	0.0	LCNL1	chr9	protein_coding	lipocalin like 1
ENSG00000212659.1	0.0	0.0	0.02	0.0	0.0	0.0	KRTAP9-6	chr17	protein_coding	keratin associated protein 9-6
ENSG00000269915.1	1.28	1.02	1.23	1.14	1.51	1.57	AP006621.9	chr11	lncRNA	--
ENSG00000261167.1	0.28	0.23	0.18	0.42	0.19	0.41	RP11-517B11.7	chr3	lncRNA	--
ENSG00000125870.11	31.17	30.85	33.27	27.47	28.88	27.23	SNRPB2	chr20	protein_coding	small nuclear ribonucleoprotein polypeptide B2
ENSG00000253505.3	0.0	0.0	0.04	0.02	0.02	0.03	CTA-398F10.1	chr8	lncRNA	--
ENSG00000008277.15	0.15	0.17	0.2	0.22	0.19	0.21	ADAM22	chr7	protein_coding	ADAM metallopeptidase domain 22
ENSG00000272862.1	0.0	0.0	0.05	0.26	0.11	0.26	RP11-814H16.2	chr4	lncRNA	--
ENSG00000134864.11	1.23	1.11	1.16	2.99	2.92	2.92	GGACT	chr13	protein_coding	gamma-glutamylamine cyclotransferase
ENSG00000286388.1	1.3	1.1	1.37	1.97	1.87	1.95	RP11-325I22.4	chr5	lncRNA	--
ENSG00000201321.1	0.23	0.0	0.0	0.22	0.0	1.1	RNA5S9	chr1	rRNA	RNA, 5S ribosomal 9
ENSG00000274297.1	0.09	0.0	0.0	0.13	0.41	0.4	RP11-138H8.8	chr15	lncRNA	--
ENSG00000261140.1	0.0	0.07	0.0	0.06	0.12	0.06	RP11-20I23.6	chr16	lncRNA	--
ENSG00000249272.1	0.04	0.09	0.17	0.07	0.11	0.19	UNC93B8	chr4	unprocessed_pseudogene	unc-93 homolog B8 (pseudogene)
ENSG00000129654.8	0.04	0.06	0.1	0.17	0.17	0.18	FOXJ1	chr17	protein_coding	forkhead box J1
ENSG00000142621.20	0.02	0.03	0.02	0.02	0.02	0.03	FHAD1	chr1	protein_coding	forkhead associated phosphopeptide binding domain 1
ENSG00000138663.9	5.96	6.01	6.59	5.96	5.51	5.93	COPS4	chr4	protein_coding	COP9 signalosome subunit 4
ENSG00000248360.7	0.03	0.01	0.0	0.02	0.0	0.01	LINC00504	chr4	lncRNA	long intergenic non-protein coding RNA 504
ENSG00000228906.1	0.12	0.0	0.05	0.41	0.36	0.52	RP13-216E22.4	chrX	lncRNA	--
ENSG00000233708.1	0.0	0.0	0.0	0.0	0.01	0.0	RP11-342M1.7	chr1	processed_pseudogene	--
ENSG00000255302.5	41.18	45.05	45.55	63.24	66.09	65.2	EID1	chr15	protein_coding	EP300 interacting inhibitor of differentiation 1
ENSG00000266953.6	8.89	9.33	9.18	5.78	6.12	6.48	RP11-618P17.4	chr19	protein_coding	--
ENSG00000179922.6	3.11	3.71	3.24	2.03	2.13	2.24	ZNF784	chr19	protein_coding	zinc finger protein 784
ENSG00000117598.13	0.01	0.01	0.0	0.0	0.0	0.01	PLPPR5	chr1	protein_coding	phospholipid phosphatase related 5
ENSG00000196172.9	0.01	0.0	0.0	0.0	0.0	0.01	ZNF681	chr19	protein_coding	zinc finger protein 681
ENSG00000249464.6	0.02	0.0	0.0	0.04	0.03	0.03	LINC01091	chr4	lncRNA	long intergenic non-protein coding RNA 1091
ENSG00000237864.1	0.08	0.0	0.03	0.04	0.11	0.07	LINC00322	chr21	lncRNA	long intergenic non-protein coding RNA 322
ENSG00000213385.3	0.69	0.8	0.88	0.86	0.91	0.66	RP11-577H5.1	chr7	processed_pseudogene	--
ENSG00000227747.2	0.0	0.0	0.0	0.0	0.03	0.0	RP11-16L9.1	chr1	processed_pseudogene	--
ENSG00000252712.1	0.0	0.0	0.0	0.0	0.0	0.19	SCARNA14	chr15	scaRNA	small Cajal body-specific RNA 14
ENSG00000230790.2	0.05	0.11	0.08	0.05	0.05	0.09	AC012456.4	chr2	lncRNA	--
ENSG00000286122.1	0.01	0.0	0.01	0.01	0.01	0.02	RP11-622O11.6	chr8	lncRNA	--
ENSG00000188243.14	14.97	13.3	13.94	12.55	10.48	10.55	COMMD6	chr13	protein_coding	COMM domain containing 6
ENSG00000103855.18	6.47	6.75	6.41	8.57	8.33	7.78	CD276	chr15	protein_coding	CD276 molecule
ENSG00000225711.1	0.0	0.0	0.0	0.04	0.0	0.0	RP11-345I18.4	chr1	processed_pseudogene	--
ENSG00000092529.25	0.01	0.01	0.0	0.02	0.01	0.01	CAPN3	chr15	protein_coding	calpain 3
ENSG00000249921.2	0.06	0.0	0.0	0.0	0.0	0.0	CTC-329H14.1	chr5	processed_pseudogene	--
