Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000174705.13	920	836	1036	1303	1285	1340	SH3PXD2B	chr5	protein_coding	SH3 and PX domains 2B
ENSG00000131747.15	6507	6010	7871	7424	7509	8379	TOP2A	chr17	protein_coding	DNA topoisomerase II alpha
ENSG00000160460.16	238	147	189	295	239	231	SPTBN4	chr19	protein_coding	spectrin beta, non-erythrocytic 4
ENSG00000163930.10	1391	1221	1604	1326	1333	1367	BAP1	chr3	protein_coding	BRCA1 associated protein 1
ENSG00000228748.2	40	45	73	113	165	151	RP13-39P12.3	chr10	lncRNA	--
ENSG00000268112.1	16	11	19	17	17	9	CTD-3149D2.4	chr19	lncRNA	--
ENSG00000118271.12	6	0	4	12	13	17	TTR	chr18	protein_coding	transthyretin
ENSG00000105193.9	78070	66750	91027	71917	63566	60453	RPS16	chr19	protein_coding	ribosomal protein S16
ENSG00000137700.18	863	777	1061	825	688	740	SLC37A4	chr11	protein_coding	solute carrier family 37 member 4
ENSG00000235602.5	0	0	0	1	0	0	POU5F1P3	chr12	processed_pseudogene	POU class 5 homeobox 1 pseudogene 3
ENSG00000251189.1	0	0	0	0	0	1	CTD-2196P11.2	chr5	lncRNA	--
ENSG00000181610.13	4020	3612	4905	3361	3069	3135	MRPS23	chr17	protein_coding	mitochondrial ribosomal protein S23
ENSG00000145088.9	77	74	96	83	77	60	EAF2	chr3	protein_coding	ELL associated factor 2
ENSG00000165246.14	11	5	7	19	6	9	NLGN4Y	chrY	protein_coding	neuroligin 4 Y-linked
ENSG00000260876.6	0	0	0	1	0	0	LINC01229	chr16	lncRNA	long intergenic non-protein coding RNA 1229
ENSG00000205274.3	4	10	7	5	7	4	TRBV20OR9-2	chr9	TR_V_gene	T cell receptor beta variable 20/OR9-2 (non-functional)
ENSG00000169876.14	0	0	0	0	0	1	MUC17	chr7	protein_coding	mucin 17, cell surface associated
ENSG00000004961.15	2154	1966	2393	1557	1527	1585	HCCS	chrX	protein_coding	holocytochrome c synthase
ENSG00000256116.1	78	58	54	77	52	79	RP11-783K16.14	chr11	lncRNA	--
ENSG00000148225.16	41	48	50	49	50	57	WDR31	chr9	protein_coding	WD repeat domain 31
ENSG00000238113.7	4	4	4	8	6	12	LINC01410	chr9	lncRNA	long intergenic non-protein coding RNA 1410
ENSG00000162714.13	804	740	883	754	637	684	ZNF496	chr1	protein_coding	zinc finger protein 496
ENSG00000166840.13	1	0	3	3	1	2	GLYATL1	chr11	protein_coding	glycine-N-acyltransferase like 1
ENSG00000152380.10	36	33	36	27	39	31	FAM151B	chr5	protein_coding	family with sequence similarity 151 member B
ENSG00000002726.21	2	8	3	0	0	2	AOC1	chr7	protein_coding	amine oxidase copper containing 1
ENSG00000116752.6	603	549	724	460	416	474	BCAS2	chr1	protein_coding	BCAS2 pre-mRNA processing factor
ENSG00000249863.2	1	4	2	1	4	8	RP11-177C12.1	chr4	processed_pseudogene	--
ENSG00000248705.1	0	0	0	1	0	0	AC114812.10	chr2	unprocessed_pseudogene	--
ENSG00000096060.15	1640	1528	1972	1658	1661	1975	FKBP5	chr6	protein_coding	FKBP prolyl isomerase 5
ENSG00000101811.14	940	913	1163	571	581	594	CSTF2	chrX	protein_coding	cleavage stimulation factor subunit 2
ENSG00000126249.8	683	644	837	508	495	499	PDCD2L	chr19	protein_coding	programmed cell death 2 like
ENSG00000207622.1	0	0	0	0	0	1	MIR619	chr12	miRNA	microRNA 619
ENSG00000287190.1	4	6	1	5	13	9	CH17-353B19.2	chr1	lncRNA	--
ENSG00000247993.2	18	16	10	11	22	44	FOXD1-AS1	chr5	lncRNA	FOXD1 antisense RNA 1
ENSG00000228960.6	0	2	0	0	0	0	OR2A9P	chr7	transcribed_unprocessed_pseudogene	olfactory receptor family 2 subfamily A member 9 pseudogene
ENSG00000206560.12	860	908	1045	1214	1301	1446	ANKRD28	chr3	protein_coding	ankyrin repeat domain 28
ENSG00000138193.16	438	328	488	823	722	862	PLCE1	chr10	protein_coding	phospholipase C epsilon 1
ENSG00000132254.13	2202	1782	2498	2001	1910	1885	ARFIP2	chr11	protein_coding	ADP ribosylation factor interacting protein 2
ENSG00000197629.6	0	1	1	0	0	1	MPEG1	chr11	protein_coding	macrophage expressed 1
ENSG00000211677.2	12	2	8	5	3	6	IGLC2	chr22	IG_C_gene	immunoglobulin lambda constant 2
ENSG00000004948.16	0	1	1	0	1	3	CALCR	chr7	protein_coding	calcitonin receptor
ENSG00000143195.13	4	1	2	3	0	8	ILDR2	chr1	protein_coding	immunoglobulin like domain containing receptor 2
ENSG00000239148.1	1	0	0	0	0	0	U8	chr10	snoRNA	--
ENSG00000185038.14	13	3	5	15	13	14	MROH2A	chr2	protein_coding	maestro heat like repeat family member 2A
ENSG00000273950.1	0	0	1	0	0	0	Metazoa_SRP	chr2	misc_RNA	--
ENSG00000137265.15	3	1	0	2	1	3	IRF4	chr6	protein_coding	interferon regulatory factor 4
ENSG00000145819.18	1144	1037	1315	1622	1571	1719	ARHGAP26	chr5	protein_coding	Rho GTPase activating protein 26
ENSG00000124486.14	3922	3567	4667	5737	5609	5814	USP9X	chrX	protein_coding	ubiquitin specific peptidase 9 X-linked
ENSG00000255306.1	9	1	5	3	2	7	RP5-901A4.1	chr11	lncRNA	--
ENSG00000109670.16	177	170	221	344	356	376	FBXW7	chr4	protein_coding	F-box and WD repeat domain containing 7
ENSG00000176953.12	781	760	1003	1106	1100	1174	NFATC2IP	chr16	protein_coding	nuclear factor of activated T cells 2 interacting protein
ENSG00000236348.1	0	0	0	1	7	5	PSMC1P10	chr2	processed_pseudogene	proteasome 26S subunit, ATPase 1 pseudogene 10
ENSG00000162066.16	373	332	475	733	734	602	AMDHD2	chr16	protein_coding	amidohydrolase domain containing 2
ENSG00000121766.16	731	590	769	741	817	756	ZCCHC17	chr1	protein_coding	zinc finger CCHC-type containing 17
ENSG00000130706.13	4581	3927	5495	3275	2984	2865	ADRM1	chr20	protein_coding	ADRM1 26S proteasome ubiquitin receptor
ENSG00000288595.1	0	0	0	0	0	1	RP11-358L8.1	chrX	lncRNA	--
ENSG00000277572.1	0	0	0	1	0	0	ENSG10010135955.1	chr21	misc_RNA	--
ENSG00000230634.1	0	0	1	0	0	0	RP5-996D20.3	chr22	processed_pseudogene	--
ENSG00000089280.19	13205	12948	16124	10406	9390	9285	FUS	chr16	protein_coding	FUS RNA binding protein
ENSG00000252874.2	0	0	0	0	0	1	Y_RNA	chr11	misc_RNA	--
ENSG00000273369.1	7	3	4	10	4	6	RP11-700J17.1	chr4	lncRNA	--
ENSG00000260808.1	4	6	4	3	5	7	CTD-2007L18.5	chr11	lncRNA	--
ENSG00000250349.3	78	35	92	179	202	228	RP5-972B16.2	chrX	protein_coding	--
ENSG00000187607.16	367	366	400	453	431	521	ZNF286A	chr17	protein_coding	zinc finger protein 286A
ENSG00000137274.13	656	542	734	1103	1005	951	BPHL	chr6	protein_coding	biphenyl hydrolase like
ENSG00000260093.1	0	0	0	1	0	2	RP11-1E4.1	chr8	lncRNA	--
ENSG00000146670.10	2284	2365	2966	1465	1353	1406	CDCA5	chr11	protein_coding	cell division cycle associated 5
ENSG00000286882.1	0	0	3	3	1	1	CTD-2587M2.2	chr5	lncRNA	--
ENSG00000256542.2	40	20	48	25	25	20	RP13-895J2.3	chr12	lncRNA	--
ENSG00000148841.17	783	805	942	720	718	828	ITPRIP	chr10	protein_coding	inositol 1,4,5-trisphosphate receptor interacting protein
ENSG00000260230.5	1	0	1	1	7	1	FRRS1L	chr9	protein_coding	ferric chelate reductase 1 like
ENSG00000126583.12	64	25	29	54	55	62	PRKCG	chr19	protein_coding	protein kinase C gamma
ENSG00000095139.14	2390	2289	3040	2819	2791	2885	ARCN1	chr11	protein_coding	archain 1
ENSG00000225190.11	748	721	877	607	523	627	PLEKHM1	chr17	protein_coding	pleckstrin homology and RUN domain containing M1
ENSG00000142459.8	94	78	71	183	206	168	EVI5L	chr19	protein_coding	ecotropic viral integration site 5 like
ENSG00000280739.3	2	8	17	33	46	44	EIF1B-AS1	chr3	lncRNA	EIF1B antisense RNA 1
ENSG00000143919.15	161	141	216	183	190	190	CAMKMT	chr2	protein_coding	calmodulin-lysine N-methyltransferase
ENSG00000074319.13	2184	1862	2464	1817	1786	1881	TSG101	chr11	protein_coding	tumor susceptibility 101
ENSG00000121413.13	11	20	30	58	59	72	ZSCAN18	chr19	protein_coding	zinc finger and SCAN domain containing 18
ENSG00000106588.12	12	8	8	23	18	30	PSMA2	chr7	protein_coding	proteasome 20S subunit alpha 2
ENSG00000272031.3	13	23	17	43	36	26	ANKRD34A	chr1	protein_coding	ankyrin repeat domain 34A
ENSG00000255642.1	1	0	0	0	1	1	PABPC1P4	chr12	processed_pseudogene	poly(A) binding protein cytoplasmic 1 pseudogene 4
ENSG00000189108.13	0	0	0	0	0	1	IL1RAPL2	chrX	protein_coding	interleukin 1 receptor accessory protein like 2
ENSG00000100297.16	5505	5209	6331	3694	3293	3291	MCM5	chr22	protein_coding	minichromosome maintenance complex component 5
ENSG00000156983.17	346	352	475	484	524	479	BRPF1	chr3	protein_coding	bromodomain and PHD finger containing 1
ENSG00000283849.1	0	3	6	3	4	5	RP11-331G2.7	chr3	lncRNA	--
ENSG00000267855.6	3	2	5	8	5	8	NDUFA7	chr19	protein_coding	NADH:ubiquinone oxidoreductase subunit A7
ENSG00000262185.3	15	21	19	19	23	16	LINC02861	chr16	lncRNA	long intergenic non-protein coding RNA 2861
ENSG00000204147.11	147	176	219	183	156	178	ASAH2B	chr10	protein_coding	N-acylsphingosine amidohydrolase 2B
ENSG00000238282.1	0	2	0	0	0	0	RP5-1164C1.2	chr20	lncRNA	--
ENSG00000137727.13	1	0	0	2	0	2	ARHGAP20	chr11	protein_coding	Rho GTPase activating protein 20
ENSG00000169188.5	1715	1509	1833	962	825	860	APEX2	chrX	protein_coding	apurinic/apyrimidinic endodeoxyribonuclease 2
ENSG00000253729.8	5017	4626	5976	5288	5306	5956	PRKDC	chr8	protein_coding	protein kinase, DNA-activated, catalytic subunit
ENSG00000085276.19	36	23	29	56	53	77	MECOM	chr3	protein_coding	MDS1 and EVI1 complex locus
ENSG00000112238.12	81	40	115	129	111	124	PRDM13	chr6	protein_coding	PR/SET domain 13
ENSG00000170291.15	1948	1732	2215	1606	1491	1330	ELP5	chr17	protein_coding	elongator acetyltransferase complex subunit 5
ENSG00000149548.15	14	9	13	34	35	26	CCDC15	chr11	protein_coding	coiled-coil domain containing 15
ENSG00000267270.6	21	8	22	16	18	18	PARD6G-AS1	chr18	lncRNA	PARD6G antisense RNA 1
ENSG00000230006.7	0	0	0	0	0	1	ANKRD36BP2	chr2	transcribed_unprocessed_pseudogene	ankyrin repeat domain 36B pseudogene 2
ENSG00000252192.1	0	1	0	0	0	0	ENSG10010134656.1	chr12	snoRNA	--
ENSG00000183784.7	7	0	6	5	5	9	DOCK8-AS1	chr9	lncRNA	DOCK8 antisense RNA 1
ENSG00000102221.14	480	426	530	455	416	425	JADE3	chrX	protein_coding	jade family PHD finger 3
ENSG00000260920.2	16	22	28	76	53	47	RP1-228H13.5	chr1	lncRNA	--
ENSG00000103248.19	343	270	363	450	431	411	MTHFSD	chr16	protein_coding	methenyltetrahydrofolate synthetase domain containing
ENSG00000229707.1	0	1	0	0	0	0	SKP1P3	chr9	processed_pseudogene	S-phase kinase associated protein 1 pseudogene 3
ENSG00000238121.6	0	0	0	0	0	1	LINC00426	chr13	lncRNA	long intergenic non-protein coding RNA 426
ENSG00000198844.12	0	0	2	0	0	0	ARHGEF15	chr17	protein_coding	Rho guanine nucleotide exchange factor 15
ENSG00000228541.1	0	1	1	0	0	0	AC093159.1	chr2	lncRNA	--
ENSG00000163001.12	876	793	1076	1228	1224	1268	CFAP36	chr2	protein_coding	cilia and flagella associated protein 36
ENSG00000163431.13	0	0	0	6	3	3	LMOD1	chr1	protein_coding	leiomodin 1
ENSG00000258684.2	0	0	0	1	0	0	BMS1P16	chr15	unprocessed_pseudogene	BMS1 pseudogene 16
ENSG00000214111.3	0	0	0	0	0	2	PAFAH1B2P1	chrX	processed_pseudogene	PAFAH1B2 pseudogene 1
ENSG00000147027.4	295	270	329	401	399	430	TMEM47	chrX	protein_coding	transmembrane protein 47
ENSG00000258667.2	2	1	2	9	3	4	HIF1A-AS3	chr14	lncRNA	HIF1A antisense RNA 3
ENSG00000188976.11	3554	3132	4204	2529	2389	2400	NOC2L	chr1	protein_coding	NOC2 like nucleolar associated transcriptional repressor
ENSG00000255135.4	120	120	158	215	199	192	RP11-111M22.3	chr11	lncRNA	--
ENSG00000102978.13	3213	2610	3574	3854	3602	3699	POLR2C	chr16	protein_coding	RNA polymerase II subunit C
ENSG00000101336.18	2	0	0	0	0	0	HCK	chr20	protein_coding	HCK proto-oncogene, Src family tyrosine kinase
ENSG00000198055.11	2142	1929	2401	1744	1531	1487	GRK6	chr5	protein_coding	G protein-coupled receptor kinase 6
ENSG00000035862.12	4912	4559	5777	2797	2668	2637	TIMP2	chr17	protein_coding	TIMP metallopeptidase inhibitor 2
ENSG00000006118.15	2486	2642	3072	1594	1468	1548	TMEM132A	chr11	protein_coding	transmembrane protein 132A
ENSG00000124074.12	211	182	289	188	154	173	ENKD1	chr16	protein_coding	enkurin domain containing 1
ENSG00000196566.2	3	0	0	1	4	0	RP11-57C13.3	chr10	lncRNA	--
ENSG00000243650.3	0	0	1	2	3	1	RN7SL834P	chr2	misc_RNA	RNA, 7SL, cytoplasmic 834, pseudogene
ENSG00000138814.17	1331	1238	1626	1171	1099	1165	PPP3CA	chr4	protein_coding	protein phosphatase 3 catalytic subunit alpha
ENSG00000187323.12	0	0	0	1	0	3	DCC	chr18	protein_coding	DCC netrin 1 receptor
ENSG00000274569.1	0	0	0	2	0	1	RP11-121C6.4	chr12	processed_pseudogene	--
ENSG00000260589.1	4	5	8	35	32	35	STAM-AS1	chr10	lncRNA	--
ENSG00000067334.14	1311	1281	1679	1272	1165	1339	DNTTIP2	chr1	protein_coding	deoxynucleotidyltransferase terminal interacting protein 2
ENSG00000132386.11	29	13	17	32	39	8	SERPINF1	chr17	protein_coding	serpin family F member 1
ENSG00000148357.17	0	0	0	2	2	0	HMCN2	chr9	protein_coding	hemicentin 2
ENSG00000205822.10	13	4	7	18	24	20	TPTE2P6	chr13	transcribed_unprocessed_pseudogene	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6
ENSG00000064102.15	969	902	1180	440	479	483	INTS13	chr12	protein_coding	integrator complex subunit 13
ENSG00000177879.17	1726	1518	1989	2574	2462	2603	AP3S1	chr5	protein_coding	adaptor related protein complex 3 subunit sigma 1
ENSG00000256762.1	0	0	0	0	0	1	STH	chr17	protein_coding	saitohin
ENSG00000174599.5	24	46	51	73	41	43	TRAM1L1	chr4	protein_coding	translocation associated membrane protein 1 like 1
ENSG00000173611.18	96	111	144	138	103	130	SCAI	chr9	protein_coding	suppressor of cancer cell invasion
ENSG00000092068.20	35	25	35	24	22	14	SLC7A8	chr14	protein_coding	solute carrier family 7 member 8
ENSG00000157510.14	319	293	388	255	219	245	AFAP1L1	chr5	protein_coding	actin filament associated protein 1 like 1
ENSG00000286577.1	0	0	0	0	0	1	RP11-69G16.2	chr5	lncRNA	--
ENSG00000101489.20	3	2	2	1	1	3	CELF4	chr18	protein_coding	CUGBP Elav-like family member 4
ENSG00000223356.1	2	1	2	5	4	0	RP11-66D17.5	chr1	lncRNA	--
ENSG00000162391.12	5	6	4	5	6	0	FAM151A	chr1	protein_coding	family with sequence similarity 151 member A
ENSG00000170835.17	8	4	11	28	17	15	CEL	chr9	protein_coding	carboxyl ester lipase
ENSG00000126790.12	1100	1015	1283	953	911	983	L3HYPDH	chr14	protein_coding	trans-L-3-hydroxyproline dehydratase
ENSG00000134531.10	437	448	594	409	337	406	EMP1	chr12	protein_coding	epithelial membrane protein 1
ENSG00000137338.6	160	171	186	190	177	203	PGBD1	chr6	protein_coding	piggyBac transposable element derived 1
ENSG00000235426.2	1	2	4	4	2	0	RP11-342M3.5	chr10	lncRNA	--
ENSG00000092621.13	1526	1274	1763	2452	2424	2325	PHGDH	chr1	protein_coding	phosphoglycerate dehydrogenase
ENSG00000110675.13	5	4	10	3	11	8	ELMOD1	chr11	protein_coding	ELMO domain containing 1
ENSG00000267076.1	5	1	0	2	0	2	MIX23P3	chr18	processed_pseudogene	MIX23 pseudogene 3
ENSG00000187753.13	1	0	0	10	5	11	C9orf153	chr9	protein_coding	chromosome 9 open reading frame 153
ENSG00000162600.12	146	151	215	305	315	264	OMA1	chr1	protein_coding	OMA1 zinc metallopeptidase
ENSG00000281357.3	8	11	4	13	17	19	ARRDC3-AS1	chr5	lncRNA	ARRDC3 antisense RNA 1
ENSG00000261423.1	41	30	35	46	39	39	TMEM202-AS1	chr15	lncRNA	TMEM202 antisense RNA 1
ENSG00000132478.10	947	908	1116	1379	1385	1406	UNK	chr17	protein_coding	unk zinc finger
ENSG00000233478.1	0	0	0	0	2	0	RP1-187B23.1	chr1	lncRNA	--
ENSG00000240922.1	1	0	0	0	0	0	LSAMP-AS1	chr3	lncRNA	LSAMP antisense RNA 1
ENSG00000225535.7	0	1	4	1	3	3	LINC01393	chr7	lncRNA	long intergenic non-protein coding RNA 1393
ENSG00000286714.1	1	0	1	3	7	2	RP11-206M11.5	chr3	lncRNA	--
ENSG00000169976.7	4016	3497	4697	3442	3146	2967	SF3B5	chr6	protein_coding	splicing factor 3b subunit 5
ENSG00000229133.1	1	2	1	3	0	0	RPS7P4	chr1	processed_pseudogene	ribosomal protein S7 pseudogene 4
ENSG00000149218.5	447	451	581	778	775	766	ENDOD1	chr11	protein_coding	endonuclease domain containing 1
ENSG00000178467.18	683	576	783	960	983	967	P4HTM	chr3	protein_coding	prolyl 4-hydroxylase, transmembrane
ENSG00000114251.15	126	70	137	156	143	202	WNT5A	chr3	protein_coding	Wnt family member 5A
ENSG00000256338.2	19	19	15	17	15	16	RPL41P2	chr15	processed_pseudogene	ribosomal protein L41 pseudogene 2
ENSG00000143368.10	4368	4062	5194	3330	2947	3030	SF3B4	chr1	protein_coding	splicing factor 3b subunit 4
ENSG00000260357.1	0	0	0	1	0	0	DNM1P34	chr15	transcribed_unprocessed_pseudogene	dynamin 1 pseudogene 34
ENSG00000185052.13	0	2	1	3	0	1	SLC24A3	chr20	protein_coding	solute carrier family 24 member 3
ENSG00000198417.7	77	98	148	277	210	232	MT1F	chr16	protein_coding	metallothionein 1F
ENSG00000180806.5	281	265	358	265	271	230	HOXC9	chr12	protein_coding	homeobox C9
ENSG00000130830.15	87	83	92	69	65	54	MPP1	chrX	protein_coding	membrane palmitoylated protein 1
ENSG00000259668.6	2	0	4	5	17	10	RP11-707P17.2	chr15	lncRNA	--
ENSG00000250504.2	0	0	0	1	0	0	KRT18P51	chr4	processed_pseudogene	keratin 18 pseudogene 51
ENSG00000108039.18	1595	1533	1903	1294	1146	1257	XPNPEP1	chr10	protein_coding	X-prolyl aminopeptidase 1
ENSG00000287616.1	0	0	0	0	0	1	RP11-685G11.1	chr6	lncRNA	--
ENSG00000110148.10	0	0	0	0	1	0	CCKBR	chr11	protein_coding	cholecystokinin B receptor
ENSG00000103742.12	53	61	60	135	149	198	IGDCC4	chr15	protein_coding	immunoglobulin superfamily DCC subclass member 4
ENSG00000274878.1	0	1	0	0	0	0	ENSG10010136307.1	chr13	misc_RNA	--
ENSG00000151461.20	563	493	649	809	704	877	UPF2	chr10	protein_coding	UPF2 regulator of nonsense mediated mRNA decay
ENSG00000236256.9	1	0	2	2	1	3	DIAPH2-AS1	chrX	lncRNA	DIAPH2 antisense RNA 1
ENSG00000140093.10	1	0	0	6	5	12	SERPINA10	chr14	protein_coding	serpin family A member 10
ENSG00000128298.18	582	549	671	1151	959	1001	BAIAP2L2	chr22	protein_coding	BAR/IMD domain containing adaptor protein 2 like 2
ENSG00000224687.2	19	13	33	66	67	50	RASAL2-AS1	chr1	lncRNA	RASAL2 antisense RNA 1
ENSG00000228701.2	18	9	11	11	11	9	TNKS2-AS1	chr10	lncRNA	TNKS2 antisense RNA 1 (head to head)
ENSG00000246985.8	35	22	35	55	53	52	SOCS2-AS1	chr12	lncRNA	SOCS2 antisense RNA 1
ENSG00000273948.1	0	0	0	2	0	0	ENSG10010139168.1	chr17	misc_RNA	--
ENSG00000282301.4	9	10	8	13	18	15	CYP3A7-CYP3A51P	chr7	protein_coding	CYP3A7-CYP3A51P readthrough
ENSG00000205726.15	725	630	884	967	854	986	ITSN1	chr21	protein_coding	intersectin 1
ENSG00000165752.17	1193	1052	1332	1058	1085	1025	STK32C	chr10	protein_coding	serine/threonine kinase 32C
ENSG00000286156.1	128	74	98	147	121	159	BMS1P23	chr2	transcribed_unprocessed_pseudogene	BMS1 pseudogene 23
ENSG00000203497.2	44	40	55	55	51	56	PDCD4-AS1	chr10	lncRNA	PDCD4 antisense RNA 1
ENSG00000288235.1	0	0	1	0	2	0	FAM106C	chr17	lncRNA	family with sequence similarity 106 member C
ENSG00000238160.1	0	0	1	0	0	0	LINC02863	chr5	lncRNA	long intergenic non-protein coding RNA 2863
ENSG00000170185.11	321	347	347	311	271	329	USP38	chr4	protein_coding	ubiquitin specific peptidase 38
ENSG00000155090.15	2014	1974	2448	2403	2453	2688	KLF10	chr8	protein_coding	Kruppel like factor 10
ENSG00000162367.11	4	2	1	0	0	0	TAL1	chr1	protein_coding	TAL bHLH transcription factor 1, erythroid differentiation factor
ENSG00000151006.7	36	30	39	169	139	153	PRSS53	chr16	protein_coding	serine protease 53
ENSG00000236948.2	0	1	0	0	0	0	RP11-154H17.1	chr1	lncRNA	--
ENSG00000207501.1	0	2	0	0	2	0	RNVU1-14	chr1	snRNA	RNA, variant U1 small nuclear 14
ENSG00000166436.17	86	66	108	458	427	482	TRIM66	chr11	protein_coding	tripartite motif containing 66
ENSG00000006607.14	614	615	733	608	650	640	FARP2	chr2	protein_coding	FERM, ARH/RhoGEF and pleckstrin domain protein 2
ENSG00000128917.8	6	3	5	10	4	4	DLL4	chr15	protein_coding	delta like canonical Notch ligand 4
ENSG00000047634.15	536	515	655	1011	1078	1101	SCML1	chrX	protein_coding	Scm polycomb group protein like 1
ENSG00000271525.1	0	0	1	0	0	0	ARF4P1	chr9	processed_pseudogene	ADP ribosylation factor 4 pseudogene 1
ENSG00000204387.14	172	177	235	286	294	259	SNHG32	chr6	lncRNA	small nucleolar RNA host gene 32
ENSG00000286687.1	2	1	0	3	0	0	RP11-34C15.3	chr10	lncRNA	--
ENSG00000197536.11	97	57	94	64	67	101	IRF1-AS1	chr5	lncRNA	IRF1 antisense RNA 1
ENSG00000163746.12	2	1	4	0	3	1	PLSCR2	chr3	protein_coding	phospholipid scramblase 2
ENSG00000277687.1	5	2	1	1	1	5	RP11-427L15.2	chr10	lncRNA	--
ENSG00000270641.1	1	0	0	1	0	0	TSIX	chrX	lncRNA	TSIX transcript, XIST antisense RNA
ENSG00000127419.17	208	135	206	440	438	448	TMEM175	chr4	protein_coding	transmembrane protein 175
ENSG00000119614.3	2	0	0	1	0	3	VSX2	chr14	protein_coding	visual system homeobox 2
ENSG00000224452.1	0	0	0	0	1	0	RSL24D1P6	chr20	processed_pseudogene	ribosomal L24 domain containing 1 pseudogene 6
ENSG00000232906.1	0	2	3	4	6	2	RP11-746P2.3	chr7	processed_pseudogene	--
ENSG00000272263.1	3	6	8	17	12	6	RP11-767C1.2	chr3	lncRNA	--
ENSG00000168158.4	0	0	0	1	0	0	OR2C1	chr16	protein_coding	olfactory receptor family 2 subfamily C member 1
ENSG00000145113.22	3	4	3	6	0	5	MUC4	chr3	protein_coding	mucin 4, cell surface associated
ENSG00000103067.14	1	0	2	11	3	7	ESRP2	chr16	protein_coding	epithelial splicing regulatory protein 2
ENSG00000185247.15	0	0	0	3	2	0	MAGEA11	chrX	protein_coding	MAGE family member A11
ENSG00000278971.1	1	0	8	5	2	5	RP11-644A7.2	chr18	TEC	--
ENSG00000136444.10	1207	1185	1472	1209	1146	1113	RSAD1	chr17	protein_coding	radical S-adenosyl methionine domain containing 1
ENSG00000089154.11	3318	3104	3873	3333	3195	3464	GCN1	chr12	protein_coding	GCN1 activator of EIF2AK4
ENSG00000156973.14	631	556	674	749	686	705	PDE6D	chr2	protein_coding	phosphodiesterase 6D
ENSG00000196505.11	240	257	350	290	335	313	GDAP2	chr1	protein_coding	ganglioside induced differentiation associated protein 2
ENSG00000206778.1	1	0	0	0	0	0	RNU6-213P	chr16	snRNA	RNA, U6 small nuclear 213, pseudogene
ENSG00000253737.1	0	0	0	3	2	0	KB-1460A1.3	chr8	lncRNA	--
ENSG00000232040.4	62	56	65	84	87	83	ZBED9	chr6	protein_coding	zinc finger BED-type containing 9
ENSG00000003393.16	555	569	795	770	662	725	ALS2	chr2	protein_coding	alsin Rho guanine nucleotide exchange factor ALS2
ENSG00000186297.12	850	845	921	775	724	699	GABRA5	chr15	protein_coding	gamma-aminobutyric acid type A receptor subunit alpha5
ENSG00000073734.10	0	0	3	5	4	1	ABCB11	chr2	protein_coding	ATP binding cassette subfamily B member 11
ENSG00000268047.1	11	15	16	18	13	9	AC018766.6	chr19	lncRNA	--
ENSG00000111276.12	1211	1213	1563	1826	1852	2152	CDKN1B	chr12	protein_coding	cyclin dependent kinase inhibitor 1B
ENSG00000138083.5	27	22	18	23	14	17	SIX3	chr2	protein_coding	SIX homeobox 3
ENSG00000235848.4	0	0	0	0	0	2	RMDN2-AS1	chr2	lncRNA	RMDN2 antisense RNA 1
